:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
22108:('fau', 'rôt'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22109:('fau', 'rhô'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22110:('fau', 'rho'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22111:('fau', 'rot'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22112:('fau', 'saut'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22113:('fau', 'sceau'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22114:('fau', 'seau'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22115:('fau', 'show'):('fo', 'ʃo'):('Nom', 'Nom'):('f', 'ʃ')
22116:('fau', 'sot'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22117:('fau', 'tôt'):('fo', 'to'):('Nom', 'Adverbe'):('f', 't')
22118:('fau', 'taud'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22119:('fau', 'tau'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22120:('fau', 'taux'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22121:('fau', 'vau'):('fo', 'vo'):('Nom', 'Nom'):('f', 'v')
22122:('fau', 'veau'):('fo', 'vo'):('Nom', 'Nom'):('f', 'v')
22123:('faune', 'fauve'):('fon', 'fov'):('Nom', 'Nom'):('n', 'v')
22124:('faune', 'finn'):('fon', 'fin'):('Nom', 'Nom'):('o', 'i')
22125:('faune', 'foc'):('fon', 'fok'):('Nom', 'Nom'):('n', 'k')
22126:('faune', 'fun'):('fon', 'fœn'):('Nom', 'Nom'):('o', 'œ')
22127:('faune', 'gone'):('fon', 'gon'):('Nom', 'Nom'):('f', 'g')
22128:('faune', 'jaune'):('fon', 'ʒon'):('Nom', 'Nom'):('f', 'ʒ')
22129:('faune', 'laune'):('fon', 'lon'):('Nom', 'Nom'):('f', 'l')
22130:('faune', 'phone'):('fon', 'fɔn'):('Nom', 'Nom'):('o', 'ɔ')
22131:('faussaire', 'fossette'):('fɔsɛʁ', 'fɔsɛt'):('Nom', 'Nom'):('ʁ', 't')
22132:('faussement', 'follement'):('fɔsmɑ̃', 'fɔlmɑ̃'):('Adverbe', 'Adverbe'):('s', 'l')
22133:('faussement', 'forement'):('fɔsmɑ̃', 'fɔʁmɑ̃'):('Adverbe', 'Nom'):('s', 'ʁ')
22134:('faussement', 'formant'):('fɔsmɑ̃', 'fɔʁmɑ̃'):('Adverbe', 'Nom'):('s', 'ʁ')
22135:('faussement', 'haussement'):('fɔsmɑ̃', 'hɔsmɑ̃'):('Adverbe', 'Nom'):('f', 'h')
22136:('fausset', 'fossa'):('fosɛ', 'fosa'):('Nom', 'Nom'):('ɛ', 'a')
22137:('fauter', 'fautre'):('fote', 'fotʁ'):('Verbe infinitif', 'Nom'):('e', 'ʁ')
22138:('fauter', 'feinter'):('fote', 'fɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɛ̃')
22139:('fauter', 'fitter'):('fote', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('o', 'i')
22140:('fauter', 'sauté'):('fote', 'sote'):('Verbe infinitif', 'Nom'):('f', 's')
22141:('fauteuil', 'fauteur'):('fotœj', 'fotœʁ'):('Nom', 'Nom'):('j', 'ʁ')
22142:('fauteur', 'fouteur'):('fotœʁ', 'futœʁ'):('Nom', 'Nom'):('o', 'u')
22143:('fautre', 'feutre'):('fotʁ', 'føtʁ'):('Nom', 'Nom'):('o', 'ø')
22144:('fautre', 'foutre'):('fotʁ', 'futʁ'):('Nom', 'Verbe infinitif'):('o', 'u')
22145:('fauve', 'foc'):('fov', 'fok'):('Nom', 'Nom'):('v', 'k')
22146:('fauve', 'mauve'):('fov', 'mov'):('Nom', 'Nom'):('f', 'm')
22147:('fauvisme', 'fauviste'):('fovism', 'fovist'):('Nom', 'Nom'):('m', 't')
22148:('fauvisme', 'favisme'):('fovism', 'favism'):('Nom', 'Nom'):('o', 'a')
22149:('faux', 'feu'):('fo', 'fø'):('Nom', 'Nom'):('o', 'ø')
22150:('faux', 'fin'):('fo', 'fɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
22151:('faux', 'fin'):('fo', 'fɛ̃'):('Nom', 'Adverbe'):('o', 'ɛ̃')
22152:('faux', 'fond'):('fo', 'fɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
22153:('faux', 'fonds'):('fo', 'fɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
22154:('faux', 'fou'):('fo', 'fu'):('Nom', 'Nom'):('o', 'u')
22155:('faux', 'fut'):('fo', 'fy'):('Nom', 'Nom'):('o', 'y')
22156:('faux', 'go'):('fo', 'go'):('Nom', 'Nom'):('f', 'g')
22157:('faux', 'lot'):('fo', 'lo'):('Nom', 'Nom'):('f', 'l')
22158:('faux', 'mot'):('fo', 'mo'):('Nom', 'Nom'):('f', 'm')
22159:('faux', 'nô'):('fo', 'no'):('Nom', 'Nom'):('f', 'n')
22160:('faux', 'phe'):('fo', 'fe'):('Nom', 'Nom'):('o', 'e')
22161:('faux', 'phi'):('fo', 'fi'):('Nom', 'Nom'):('o', 'i')
22162:('faux', 'rôt'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22163:('faux', 'rhô'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22164:('faux', 'rho'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22165:('faux', 'rot'):('fo', 'ʁo'):('Nom', 'Nom'):('f', 'ʁ')
22166:('faux', 'saut'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22167:('faux', 'sceau'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22168:('faux', 'seau'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22169:('faux', 'show'):('fo', 'ʃo'):('Nom', 'Nom'):('f', 'ʃ')
22170:('faux', 'sot'):('fo', 'so'):('Nom', 'Nom'):('f', 's')
22171:('faux', 'tôt'):('fo', 'to'):('Nom', 'Adverbe'):('f', 't')
22172:('faux', 'taud'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22173:('faux', 'tau'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22174:('faux', 'taux'):('fo', 'to'):('Nom', 'Nom'):('f', 't')
22175:('faux', 'vau'):('fo', 'vo'):('Nom', 'Nom'):('f', 'v')
22176:('faux', 'veau'):('fo', 'vo'):('Nom', 'Nom'):('f', 'v')
22177:('faux', 'feu'):('fo', 'fø'):('Adverbe', 'Nom'):('o', 'ø')
22178:('faux', 'fin'):('fo', 'fɛ̃'):('Adverbe', 'Nom'):('o', 'ɛ̃')
22179:('faux', 'fin'):('fo', 'fɛ̃'):('Adverbe', 'Adverbe'):('o', 'ɛ̃')
22180:('faux', 'fond'):('fo', 'fɔ̃'):('Adverbe', 'Nom'):('o', 'ɔ̃')
22181:('faux', 'fonds'):('fo', 'fɔ̃'):('Adverbe', 'Nom'):('o', 'ɔ̃')
22182:('faux', 'fou'):('fo', 'fu'):('Adverbe', 'Nom'):('o', 'u')
22183:('faux', 'fut'):('fo', 'fy'):('Adverbe', 'Nom'):('o', 'y')
22184:('faux', 'go'):('fo', 'go'):('Adverbe', 'Nom'):('f', 'g')
22185:('faux', 'lot'):('fo', 'lo'):('Adverbe', 'Nom'):('f', 'l')
22186:('faux', 'mot'):('fo', 'mo'):('Adverbe', 'Nom'):('f', 'm')
22187:('faux', 'nô'):('fo', 'no'):('Adverbe', 'Nom'):('f', 'n')
22188:('faux', 'phe'):('fo', 'fe'):('Adverbe', 'Nom'):('o', 'e')
22189:('faux', 'phi'):('fo', 'fi'):('Adverbe', 'Nom'):('o', 'i')
22190:('faux', 'rôt'):('fo', 'ʁo'):('Adverbe', 'Nom'):('f', 'ʁ')
22191:('faux', 'rhô'):('fo', 'ʁo'):('Adverbe', 'Nom'):('f', 'ʁ')
22192:('faux', 'rho'):('fo', 'ʁo'):('Adverbe', 'Nom'):('f', 'ʁ')
22193:('faux', 'rot'):('fo', 'ʁo'):('Adverbe', 'Nom'):('f', 'ʁ')
22194:('faux', 'saut'):('fo', 'so'):('Adverbe', 'Nom'):('f', 's')
22195:('faux', 'sceau'):('fo', 'so'):('Adverbe', 'Nom'):('f', 's')
22196:('faux', 'seau'):('fo', 'so'):('Adverbe', 'Nom'):('f', 's')
22197:('faux', 'show'):('fo', 'ʃo'):('Adverbe', 'Nom'):('f', 'ʃ')
22198:('faux', 'sot'):('fo', 'so'):('Adverbe', 'Nom'):('f', 's')
22199:('faux', 'tôt'):('fo', 'to'):('Adverbe', 'Adverbe'):('f', 't')
22200:('faux', 'taud'):('fo', 'to'):('Adverbe', 'Nom'):('f', 't')
22201:('faux', 'tau'):('fo', 'to'):('Adverbe', 'Nom'):('f', 't')
22202:('faux', 'taux'):('fo', 'to'):('Adverbe', 'Nom'):('f', 't')
22203:('faux', 'vau'):('fo', 'vo'):('Adverbe', 'Nom'):('f', 'v')
22204:('faux', 'veau'):('fo', 'vo'):('Adverbe', 'Nom'):('f', 'v')
22205:('fèvier', 'fessier'):('fɛvje', 'fɛsje'):('Nom', 'Nom'):('v', 's')
22206:('fèvre', 'feindre'):('fɛvʁ', 'fɛ̃dʁ'):('Nom', 'Verbe infinitif'):('ɛ', 'ɛ̃')
22207:('février', 'lévrier'):('fevʁije', 'levʁije'):('Nom', 'Nom'):('f', 'l')
22208:('faxer', 'fixer'):('fakse', 'fikse'):('Verbe infinitif', 'Verbe infinitif'):('a', 'i')
22209:('faxer', 'taxer'):('fakse', 'takse'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22210:('fax', 'fixe'):('faks', 'fiks'):('Nom', 'Nom'):('a', 'i')
22211:('fax', 'saxe'):('faks', 'saks'):('Nom', 'Nom'):('f', 's')
22212:('fayard', 'gaillard'):('fajaʁ', 'gajaʁ'):('Nom', 'Nom'):('f', 'g')
22213:('fayard', 'paillard'):('fajaʁ', 'pajaʁ'):('Nom', 'Nom'):('f', 'p')
22214:('fayoter', 'mailloter'):('fajɔte', 'majɔte'):('Verbe infinitif', 'Verbe infinitif'):('f', 'm')
22215:('fayot', 'fillot'):('fajo', 'fijo'):('Nom', 'Nom'):('a', 'i')
22216:('fayot', 'fouillot'):('fajo', 'fujo'):('Nom', 'Nom'):('a', 'u')
22217:('fayot', 'maillot'):('fajo', 'majo'):('Nom', 'Nom'):('f', 'm')
22218:('fayotter', 'mailloter'):('fajɔte', 'majɔte'):('Verbe infinitif', 'Verbe infinitif'):('f', 'm')
22219:('feeler', 'feuler'):('file', 'føle'):('Verbe infinitif', 'Verbe infinitif'):('i', 'ø')
22220:('feeler', 'ficher'):('file', 'fiʃe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'ʃ')
22221:('feeler', 'figer'):('file', 'fiʒe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'ʒ')
22222:('feeler', 'filet'):('file', 'filɛ'):('Verbe infinitif', 'Nom'):('e', 'ɛ')
22223:('feeler', 'filin'):('file', 'filɛ̃'):('Verbe infinitif', 'Nom'):('e', 'ɛ̃')
22224:('feeler', 'film'):('file', 'film'):('Verbe infinitif', 'Nom'):('e', 'm')
22225:('feeler', 'filon'):('file', 'filɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
22226:('feeler', 'filou'):('file', 'filu'):('Verbe infinitif', 'Nom'):('e', 'u')
22227:('feeler', 'fitter'):('file', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('l', 't')
22228:('feeler', 'fouler'):('file', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('i', 'u')
22229:('feeler', 'fuller'):('file', 'fule'):('Verbe infinitif', 'Verbe infinitif'):('i', 'u')
22230:('feeler', 'giler'):('file', 'ʒile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʒ')
22231:('feeler', 'guillet'):('file', 'gile'):('Verbe infinitif', 'Nom'):('f', 'g')
22232:('feeler', 'huiler'):('file', 'ɥile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ɥ')
22233:('feeler', 'killer'):('file', 'kile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'k')
22234:('feeler', 'philo'):('file', 'filo'):('Verbe infinitif', 'Nom'):('e', 'o')
22235:('feeler', 'piler'):('file', 'pile'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22236:('feeling', 'finning'):('filiŋ', 'finiŋ'):('Nom', 'Nom'):('l', 'n')
22237:('feeling', 'peeling'):('filiŋ', 'piliŋ'):('Nom', 'Nom'):('f', 'p')
22238:('feeling', 'philippe'):('filiŋ', 'filip'):('Nom', 'Nom'):('ŋ', 'p')
22239:('feeling', 'schilling'):('filiŋ', 'ʃiliŋ'):('Nom', 'Nom'):('f', 'ʃ')
22240:('feeling', 'shilling'):('filiŋ', 'ʃiliŋ'):('Nom', 'Nom'):('f', 'ʃ')
22241:('feeling', 'vishing'):('filiŋ', 'fiʃiŋ'):('Nom', 'Nom'):('l', 'ʃ')
22242:('feindre', 'fendre'):('fɛ̃dʁ', 'fɑ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɑ̃')
22243:('feindre', 'fondre'):('fɛ̃dʁ', 'fɔ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɔ̃')
22244:('feindre', 'foudre'):('fɛ̃dʁ', 'fudʁ'):('Verbe infinitif', 'Nom'):('ɛ̃', 'u')
22245:('feindre', 'geindre'):('fɛ̃dʁ', 'ʒɛ̃dʁ'):('Verbe infinitif', 'Nom'):('f', 'ʒ')
22246:('feindre', 'geindre'):('fɛ̃dʁ', 'ʒɛ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʒ')
22247:('feindre', 'guindre'):('fɛ̃dʁ', 'gɛ̃dʁ'):('Verbe infinitif', 'Nom'):('f', 'g')
22248:('feindre', 'oindre'):('fɛ̃dʁ', 'wɛ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'w')
22249:('feindre', 'peindre'):('fɛ̃dʁ', 'pɛ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22250:('feindre', 'teindre'):('fɛ̃dʁ', 'tɛ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22251:('feinter', 'ferrer'):('fɛ̃te', 'fɛʁe'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
22252:('feinter', 'fesser'):('fɛ̃te', 'fɛse'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
22253:('feinter', 'fitter'):('fɛ̃te', 'fite'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'i')
22254:('feinter', 'pinter'):('fɛ̃te', 'pɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22255:('feinter', 'quetter'):('fɛ̃te', 'kɛte'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
22256:('feinter', 'quinter'):('fɛ̃te', 'kɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('f', 'k')
22257:('feinter', 'setter'):('fɛ̃te', 'sɛte'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
22258:('feinter', 'synthé'):('fɛ̃te', 'sɛ̃te'):('Verbe infinitif', 'Nom'):('f', 's')
22259:('feinter', 'teinter'):('fɛ̃te', 'tɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22260:('feinter', 'tinter'):('fɛ̃te', 'tɛ̃te'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22261:('fellateur', 'filateur'):('fɛlatœʁ', 'filatœʁ'):('Nom', 'Nom'):('ɛ', 'i')
22262:('fell', 'fer'):('fɛl', 'fɛʁ'):('Nom', 'Nom'):('l', 'ʁ')
22263:('fell', 'fez'):('fɛl', 'fɛz'):('Nom', 'Nom'):('l', 'z')
22264:('fell', 'fil'):('fɛl', 'fil'):('Nom', 'Nom'):('ɛ', 'i')
22265:('fell', 'foin'):('fɛl', 'fwɛ̃'):('Nom', 'Nom'):('l', 'ɛ̃')
22266:('fell', 'fouin'):('fɛl', 'fwɛ̃'):('Nom', 'Nom'):('l', 'ɛ̃')
22267:('fell', 'frein'):('fɛl', 'fʁɛ̃'):('Nom', 'Nom'):('l', 'ɛ̃')
22268:('fell', 'full'):('fɛl', 'ful'):('Nom', 'Nom'):('ɛ', 'u')
22269:('fell', 'gel'):('fɛl', 'ʒɛl'):('Nom', 'Nom'):('f', 'ʒ')
22270:('fell', 'sel'):('fɛl', 'sɛl'):('Nom', 'Nom'):('f', 's')
22271:('fell', 'zèle'):('fɛl', 'zɛl'):('Nom', 'Nom'):('f', 'z')
22272:('fendard', 'fendeur'):('fɑ̃daʁ', 'fɑ̃dœʁ'):('Nom', 'Nom'):('a', 'œ')
22273:('fendard', 'pendard'):('fɑ̃daʁ', 'pɑ̃daʁ'):('Nom', 'Nom'):('f', 'p')
22274:('fendart', 'fendeur'):('fɑ̃daʁ', 'fɑ̃dœʁ'):('Nom', 'Nom'):('a', 'œ')
22275:('fendart', 'pendard'):('fɑ̃daʁ', 'pɑ̃daʁ'):('Nom', 'Nom'):('f', 'p')
22276:('fendeur', 'tendeur'):('fɑ̃dœʁ', 'tɑ̃dœʁ'):('Nom', 'Nom'):('f', 't')
22277:('fendeur', 'vendeur'):('fɑ̃dœʁ', 'vɑ̃dœʁ'):('Nom', 'Nom'):('f', 'v')
22278:('fendiller', 'pendiller'):('fɑ̃dije', 'pɑ̃dije'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22279:('fendis', 'fendre'):('fɑ̃di', 'fɑ̃dʁ'):('Nom', 'Verbe infinitif'):('i', 'ʁ')
22280:('fendis', 'fondis'):('fɑ̃di', 'fɔ̃di'):('Nom', 'Nom'):('ɑ̃', 'ɔ̃')
22281:('fendis', 'kandi'):('fɑ̃di', 'kɑ̃di'):('Nom', 'Nom'):('f', 'k')
22282:('fendis', 'pandit'):('fɑ̃di', 'pɑ̃di'):('Nom', 'Nom'):('f', 'p')
22283:('fendis', 'sandhi'):('fɑ̃di', 'sɑ̃di'):('Nom', 'Nom'):('f', 's')
22284:('fendoir', 'fondoir'):('fɑ̃dwaʁ', 'fɔ̃dwaʁ'):('Nom', 'Nom'):('ɑ̃', 'ɔ̃')
22285:('fendre', 'fondre'):('fɑ̃dʁ', 'fɔ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('ɑ̃', 'ɔ̃')
22286:('fendre', 'foudre'):('fɑ̃dʁ', 'fudʁ'):('Verbe infinitif', 'Nom'):('ɑ̃', 'u')
22287:('fendre', 'gendre'):('fɑ̃dʁ', 'ʒɑ̃dʁ'):('Verbe infinitif', 'Nom'):('f', 'ʒ')
22288:('fendre', 'pendre'):('fɑ̃dʁ', 'pɑ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22289:('fendre', 'rendre'):('fɑ̃dʁ', 'ʁɑ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʁ')
22290:('fendre', 'sandre'):('fɑ̃dʁ', 'sɑ̃dʁ'):('Verbe infinitif', 'Nom'):('f', 's')
22291:('fendre', 'tendre'):('fɑ̃dʁ', 'tɑ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22292:('fendre', 'vendre'):('fɑ̃dʁ', 'vɑ̃dʁ'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22293:('fener', 'foehner'):('fəne', 'føne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'ø')
22294:('fener', 'funer'):('fəne', 'fyne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'y')
22295:('fener', 'mener'):('fəne', 'məne'):('Verbe infinitif', 'Verbe infinitif'):('f', 'm')
22296:('fener', 'phoner'):('fəne', 'fɔne'):('Verbe infinitif', 'Verbe infinitif'):('ə', 'ɔ')
22297:('fener', 'runner'):('fəne', 'ʁəne'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʁ')
22298:('fener', 'sérancer'):('fəne', 'səne'):('Verbe infinitif', 'Verbe infinitif'):('f', 's')
22299:('fener', 'sener'):('fəne', 'səne'):('Verbe infinitif', 'Verbe infinitif'):('f', 's')
22300:('fener', 'vener'):('fəne', 'vəne'):('Verbe infinitif', 'Verbe infinitif'):('f', 'v')
22301:('fenestrer', 'fenestron'):('fənɛstʁe', 'fənɛstʁɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
22302:('fenier', 'renier'):('fənje', 'ʁənje'):('Nom', 'Verbe infinitif'):('f', 'ʁ')
22303:('fenil', 'phényle'):('fənil', 'fenil'):('Nom', 'Nom'):('ə', 'e')
22304:('ferlage', 'fermage'):('fɛʁlaʒ', 'fɛʁmaʒ'):('Nom', 'Nom'):('l', 'm')
22305:('ferler', 'fermé'):('fɛʁle', 'fɛʁme'):('Verbe infinitif', 'Nom'):('l', 'm')
22306:('ferler', 'fermer'):('fɛʁle', 'fɛʁme'):('Verbe infinitif', 'Verbe infinitif'):('l', 'm')
22307:('ferler', 'perler'):('fɛʁle', 'pɛʁle'):('Verbe infinitif', 'Verbe infinitif'):('f', 'p')
22308:('fermage', 'fermate'):('fɛʁmaʒ', 'fɛʁmat'):('Nom', 'Nom'):('ʒ', 't')
22309:('fermage', 'formage'):('fɛʁmaʒ', 'fɔʁmaʒ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22310:('fermé', 'ferment'):('fɛʁme', 'fɛʁmɑ̃'):('Nom', 'Nom'):('e', 'ɑ̃')
22311:('fermé', 'fermi'):('fɛʁme', 'fɛʁmi'):('Nom', 'Nom'):('e', 'i')
22312:('fermé', 'ferrement'):('fɛʁme', 'fɛʁmɑ̃'):('Nom', 'Nom'):('e', 'ɑ̃')
22313:('fermé', 'former'):('fɛʁme', 'fɔʁme'):('Nom', 'Verbe infinitif'):('ɛ', 'ɔ')
22314:('fermé', 'germer'):('fɛʁme', 'ʒɛʁme'):('Nom', 'Verbe infinitif'):('f', 'ʒ')
22315:('fermé', 'termer'):('fɛʁme', 'tɛʁme'):('Nom', 'Verbe infinitif'):('f', 't')
22316:('ferment', 'fermer'):('fɛʁmɑ̃', 'fɛʁme'):('Nom', 'Verbe infinitif'):('ɑ̃', 'e')
22317:('ferment', 'fermi'):('fɛʁmɑ̃', 'fɛʁmi'):('Nom', 'Nom'):('ɑ̃', 'i')
22318:('ferment', 'fervent'):('fɛʁmɑ̃', 'fɛʁvɑ̃'):('Nom', 'Nom'):('m', 'v')
22319:('ferment', 'firman'):('fɛʁmɑ̃', 'fiʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'i')
22320:('ferment', 'forement'):('fɛʁmɑ̃', 'fɔʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'ɔ')
22321:('ferment', 'formant'):('fɛʁmɑ̃', 'fɔʁmɑ̃'):('Nom', 'Nom'):('ɛ', 'ɔ')
22322:('ferment', 'serment'):('fɛʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('f', 's')
22323:('ferment', 'serrement'):('fɛʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('f', 's')
22324:('ferment', 'terrement'):('fɛʁmɑ̃', 'tɛʁmɑ̃'):('Nom', 'Nom'):('f', 't')
22325:('ferme', 'ferrer'):('fɛʁm', 'fɛʁe'):('Adverbe', 'Verbe infinitif'):('m', 'e')
22326:('ferme', 'ferret'):('fɛʁm', 'fɛʁɛ'):('Adverbe', 'Nom'):('m', 'ɛ')
22327:('ferme', 'ferron'):('fɛʁm', 'fɛʁɔ̃'):('Adverbe', 'Nom'):('m', 'ɔ̃')
22328:('ferme', 'germe'):('fɛʁm', 'ʒɛʁm'):('Adverbe', 'Nom'):('f', 'ʒ')
22329:('ferme', 'terme'):('fɛʁm', 'tɛʁm'):('Adverbe', 'Nom'):('f', 't')
22330:('fermer', 'fermi'):('fɛʁme', 'fɛʁmi'):('Verbe infinitif', 'Nom'):('e', 'i')
22331:('fermer', 'ferrement'):('fɛʁme', 'fɛʁmɑ̃'):('Verbe infinitif', 'Nom'):('e', 'ɑ̃')
22332:('fermer', 'former'):('fɛʁme', 'fɔʁme'):('Verbe infinitif', 'Verbe infinitif'):('ɛ', 'ɔ')
22333:('fermer', 'germer'):('fɛʁme', 'ʒɛʁme'):('Verbe infinitif', 'Verbe infinitif'):('f', 'ʒ')
22334:('fermer', 'termer'):('fɛʁme', 'tɛʁme'):('Verbe infinitif', 'Verbe infinitif'):('f', 't')
22335:('fermier', 'fermion'):('fɛʁmje', 'fɛʁmjɔ̃'):('Nom', 'Nom'):('e', 'ɔ̃')
22336:('fermi', 'ferrement'):('fɛʁmi', 'fɛʁmɑ̃'):('Nom', 'Nom'):('i', 'ɑ̃')
22337:('fermi', 'permis'):('fɛʁmi', 'pɛʁmi'):('Nom', 'Nom'):('f', 'p')
22338:('fermoir', 'germoir'):('fɛʁmwaʁ', 'ʒɛʁmwaʁ'):('Nom', 'Nom'):('f', 'ʒ')
22339:('fer', 'feurre'):('fɛʁ', 'fœʁ'):('Nom', 'Nom'):('ɛ', 'œ')
22340:('fer', 'fez'):('fɛʁ', 'fɛz'):('Nom', 'Nom'):('ʁ', 'z')
22341:('fer', 'foin'):('fɛʁ', 'fwɛ̃'):('Nom', 'Nom'):('ʁ', 'ɛ̃')
22342:('fer', 'for'):('fɛʁ', 'fɔʁ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22343:('fer', 'fort'):('fɛʁ', 'fɔʁ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22344:('fer', 'fort'):('fɛʁ', 'fɔʁ'):('Nom', 'Adverbe'):('ɛ', 'ɔ')
22345:('fer', 'fouin'):('fɛʁ', 'fwɛ̃'):('Nom', 'Nom'):('ʁ', 'ɛ̃')
22346:('fer', 'four'):('fɛʁ', 'fuʁ'):('Nom', 'Nom'):('ɛ', 'u')
22347:('fer', 'frein'):('fɛʁ', 'fʁɛ̃'):('Nom', 'Nom'):('ʁ', 'ɛ̃')
22348:('fer', 'fur'):('fɛʁ', 'fyʁ'):('Nom', 'Nom'):('ɛ', 'y')
22349:('fer', 'guère'):('fɛʁ', 'gɛʁ'):('Nom', 'Adverbe'):('f', 'g')
22350:('fer', 'maire'):('fɛʁ', 'mɛʁ'):('Nom', 'Nom'):('f', 'm')
22351:('fer', 'nerf'):('fɛʁ', 'nɛʁ'):('Nom', 'Nom'):('f', 'n')
22352:('fer', 'pair'):('fɛʁ', 'pɛʁ'):('Nom', 'Nom'):('f', 'p')
22353:('fer', 'père'):('fɛʁ', 'pɛʁ'):('Nom', 'Nom'):('f', 'p')
22354:('fer', 'phare'):('fɛʁ', 'faʁ'):('Nom', 'Nom'):('ɛ', 'a')
22355:('fer', 'phore'):('fɛʁ', 'fɔʁ'):('Nom', 'Nom'):('ɛ', 'ɔ')
22356:('fer', 'raire'):('fɛʁ', 'ʁɛʁ'):('Nom', 'Verbe infinitif'):('f', 'ʁ')
22357:('fer', 'taire'):('fɛʁ', 'tɛʁ'):('Nom', 'Verbe infinitif'):('f', 't')
22358:('fer', 'ter'):('fɛʁ', 'tɛʁ'):('Nom', 'Adverbe'):('f', 't')
22359:('fer', 'vair'):('fɛʁ', 'vɛʁ'):('Nom', 'Nom'):('f', 'v')
22360:('fer', 'ver'):('fɛʁ', 'vɛʁ'):('Nom', 'Nom'):('f', 'v')
22361:('fer', 'verre'):('fɛʁ', 'vɛʁ'):('Nom', 'Nom'):('f', 'v')
